

Data analysis for each instance 
AVG,MED,MAX,MIN
-0.009,-0.009,-0.009,-0.009,
-0.079,-0.079,-0.079,-0.079,
-0.005,-0.005,-0.005,-0.005,
-0.011,-0.011,-0.011,-0.011,
-0.051,-0.051,-0.051,-0.051,
-0.033,-0.033,-0.033,-0.033,
-0.023,-0.023,-0.023,-0.023,
0.002,0.002,0.002,0.002,
0.004,0.004,0.004,0.004,
-0.029,-0.029,-0.029,-0.029,
-0.043,-0.043,-0.043,-0.043,
-0.04,-0.04,-0.04,-0.04,
-0.083,-0.083,-0.083,-0.083,
0,0,0,0,
-0.072,-0.072,-0.072,-0.072,
0.004,0.004,0.004,0.004,
-0.003,-0.003,-0.003,-0.003,
-0.023,-0.023,-0.023,-0.023,
0.003,0.003,0.003,0.003,
-0.013,-0.013,-0.013,-0.013,
-0.025,-0.025,-0.025,-0.025,
-0.025,-0.025,-0.025,-0.025,
0.009,0.009,0.009,0.009,
0.022,0.022,0.022,0.022,
-0.027,-0.027,-0.027,-0.027,
-0.051,-0.051,-0.051,-0.051,
-0.027,-0.027,-0.027,-0.027,
-0.005,-0.005,-0.005,-0.005,
-0.079,-0.079,-0.079,-0.079,
-0.034,-0.034,-0.034,-0.034,
0,0,0,0,
-0.008,-0.008,-0.008,-0.008,
-0.021,-0.021,-0.021,-0.021,
-0.008,-0.008,-0.008,-0.008,
-0.03,-0.03,-0.03,-0.03,
-0.004,-0.004,-0.004,-0.004,
-0.044,-0.044,-0.044,-0.044,
-0.001,-0.001,-0.001,-0.001,
0.006,0.006,0.006,0.006,
-0.084,-0.084,-0.084,-0.084,
-0.021,-0.021,-0.021,-0.021,
-0.011,-0.011,-0.011,-0.011,
0.017,0.017,0.017,0.017,
0,0,0,0,
-0.012,-0.012,-0.012,-0.012,
-0.008,-0.008,-0.008,-0.008,
-0.073,-0.073,-0.073,-0.073,
0,0,0,0,
-0.033,-0.033,-0.033,-0.033,
0.007,0.007,0.007,0.007,
-0.002,-0.002,-0.002,-0.002,
-0.009,-0.009,-0.009,-0.009,
0.031,0.031,0.031,0.031,
-0.018,-0.018,-0.018,-0.018,
-0.021,-0.021,-0.021,-0.021,
-0.009,-0.009,-0.009,-0.009,
0,0,0,0,
-0.063,-0.063,-0.063,-0.063,
-0.039,-0.039,-0.039,-0.039,
-0.03,-0.03,-0.03,-0.03,
-0.008,-0.008,-0.008,-0.008,
-0.073,-0.073,-0.073,-0.073,
-0.062,-0.062,-0.062,-0.062,
-0.02,-0.02,-0.02,-0.02,
-0.009,-0.009,-0.009,-0.009,
-0.062,-0.062,-0.062,-0.062,
-0.008,-0.008,-0.008,-0.008,
-0.043,-0.043,-0.043,-0.043,
0.018,0.018,0.018,0.018,
0.004,0.004,0.004,0.004,
-0.001,-0.001,-0.001,-0.001,
-0.065,-0.065,-0.065,-0.065,
-0.071,-0.071,-0.071,-0.071,
-0.043,-0.043,-0.043,-0.043,
-0.022,-0.022,-0.022,-0.022,
0.053,0.053,0.053,0.053,
-0.082,-0.082,-0.082,-0.082,
0.008,0.008,0.008,0.008,
-0.072,-0.072,-0.072,-0.072,
0.003,0.003,0.003,0.003,
-0.029,-0.029,-0.029,-0.029,
0.002,0.002,0.002,0.002,
0.009,0.009,0.009,0.009,
0,0,0,0,
-0.003,-0.003,-0.003,-0.003,
-0.012,-0.012,-0.012,-0.012,
-0.04,-0.04,-0.04,-0.04,
-0.077,-0.077,-0.077,-0.077,
0.003,0.003,0.003,0.003,
-0.006,-0.006,-0.006,-0.006,
-0.013,-0.013,-0.013,-0.013,
-0.02,-0.02,-0.02,-0.02,
-0.05,-0.05,-0.05,-0.05,
-0.014,-0.014,-0.014,-0.014,
0.032,0.032,0.032,0.032,
-0.017,-0.017,-0.017,-0.017,
-0.081,-0.081,-0.081,-0.081,
-0.049,-0.049,-0.049,-0.049,
-0.018,-0.018,-0.018,-0.018,
-0.039,-0.039,-0.039,-0.039,


-0.022,-0.022,-0.022,-0.022,
0.073,0.073,0.073,0.073,
0.009,0.009,0.009,0.009,
0.076,0.076,0.076,0.076,
0.127,0.127,0.127,0.127,
-0.033,-0.033,-0.033,-0.033,
0.029,0.029,0.029,0.029,
-0.004,-0.004,-0.004,-0.004,
-0.015,-0.015,-0.015,-0.015,
0.014,0.014,0.014,0.014,
0.055,0.055,0.055,0.055,
-0.002,-0.002,-0.002,-0.002,
0.071,0.071,0.071,0.071,
-0.009,-0.009,-0.009,-0.009,
-0.027,-0.027,-0.027,-0.027,
-0.001,-0.001,-0.001,-0.001,
0.014,0.014,0.014,0.014,
0.012,0.012,0.012,0.012,
-0.004,-0.004,-0.004,-0.004,
-0.039,-0.039,-0.039,-0.039,
0.022,0.022,0.022,0.022,
0.007,0.007,0.007,0.007,
-0.001,-0.001,-0.001,-0.001,
0.035,0.035,0.035,0.035,
0.004,0.004,0.004,0.004,
0.036,0.036,0.036,0.036,
0.014,0.014,0.014,0.014,
0.005,0.005,0.005,0.005,
0.069,0.069,0.069,0.069,
0.095,0.095,0.095,0.095,
0.003,0.003,0.003,0.003,
0.004,0.004,0.004,0.004,
0.004,0.004,0.004,0.004,
0.014,0.014,0.014,0.014,
-0.062,-0.062,-0.062,-0.062,
-0.059,-0.059,-0.059,-0.059,
0.023,0.023,0.023,0.023,
-0.002,-0.002,-0.002,-0.002,
0.013,0.013,0.013,0.013,
0.064,0.064,0.064,0.064,
0.006,0.006,0.006,0.006,
0,0,0,0,
-0.072,-0.072,-0.072,-0.072,
0.007,0.007,0.007,0.007,
0.004,0.004,0.004,0.004,
-0.003,-0.003,-0.003,-0.003,
0.091,0.091,0.091,0.091,
-0.012,-0.012,-0.012,-0.012,
0.004,0.004,0.004,0.004,
0.006,0.006,0.006,0.006,
0.001,0.001,0.001,0.001,
0.013,0.013,0.013,0.013,
-0.034,-0.034,-0.034,-0.034,
0.034,0.034,0.034,0.034,
-0.02,-0.02,-0.02,-0.02,
-0.012,-0.012,-0.012,-0.012,
-0.001,-0.001,-0.001,-0.001,
0.067,0.067,0.067,0.067,
0.042,0.042,0.042,0.042,
0.048,0.048,0.048,0.048,
0.015,0.015,0.015,0.015,
0.058,0.058,0.058,0.058,
0.059,0.059,0.059,0.059,
-0.011,-0.011,-0.011,-0.011,
-0.011,-0.011,-0.011,-0.011,
0.058,0.058,0.058,0.058,
-0.005,-0.005,-0.005,-0.005,
-0.009,-0.009,-0.009,-0.009,
-0.021,-0.021,-0.021,-0.021,
0.015,0.015,0.015,0.015,
-0.006,-0.006,-0.006,-0.006,
0.075,0.075,0.075,0.075,
0.074,0.074,0.074,0.074,
-0.013,-0.013,-0.013,-0.013,
0.008,0.008,0.008,0.008,
-0.015,-0.015,-0.015,-0.015,
0.005,0.005,0.005,0.005,
0.005,0.005,0.005,0.005,
0.073,0.073,0.073,0.073,
0.082,0.082,0.082,0.082,
0.048,0.048,0.048,0.048,
0,0,0,0,
-0.015,-0.015,-0.015,-0.015,
-0.002,-0.002,-0.002,-0.002,
-0.001,-0.001,-0.001,-0.001,
0.015,0.015,0.015,0.015,
0.027,0.027,0.027,0.027,
0.017,0.017,0.017,0.017,
-0.059,-0.059,-0.059,-0.059,
0.04,0.04,0.04,0.04,
0.086,0.086,0.086,0.086,
-0.016,-0.016,-0.016,-0.016,
-0.011,-0.011,-0.011,-0.011,
0.031,0.031,0.031,0.031,
0,0,0,0,
-0.011,-0.011,-0.011,-0.011,
0.012,0.012,0.012,0.012,
0.061,0.061,0.061,0.061,
0.034,0.034,0.034,0.034,
0.012,0.012,0.012,0.012,


